
[+] General Parameters:
Training data:	/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/train_sts
Test data:	/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/test_sts
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	RR@5
Test metric:	RR@5
Feature normalization: No

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data


Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/train_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/train_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/train_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/train_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/train_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/train_sts]... [Done.]            
(149 ranked lists, 44700 entries read)

Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/test_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/test_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/test_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/test_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/test_sts]: 0... 
Reading feature file [/data3/jschaible/BTC_l2r/EvalData/L2R_Evaluation/ldodds.com/foldsSAME/test_sts]... [Done.]            
(149 ranked lists, 44700 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | RR@5-T    | RR@5-V    | 
---------------------------------
1       | 0.5518    | 
2       | 0.5935    | 
3       | 0.6104    | 
4       | 0.6104    | 
5       | 0.6104    | 
6       | 0.6105    | 
7       | 0.6374    | 
8       | 0.6372    | 
9       | 0.6361    | 
10      | 0.6361    | 
11      | 0.6507    | 
12      | 0.6507    | 
13      | 0.6504    | 
14      | 0.6506    | 
15      | 0.6503    | 
16      | 0.6503    | 
17      | 0.6503    | 
18      | 0.6561    | 
19      | 0.6931    | 
20      | 0.6934    | 
21      | 0.6934    | 
22      | 0.6964    | 
23      | 0.7054    | 
24      | 0.7076    | 
25      | 0.7047    | 
26      | 0.7061    | 
27      | 0.7136    | 
28      | 0.7265    | 
29      | 0.7565    | 
30      | 0.7652    | 
31      | 0.7656    | 
32      | 0.7723    | 
33      | 0.7723    | 
34      | 0.7723    | 
35      | 0.7755    | 
36      | 0.7754    | 
37      | 0.7754    | 
38      | 0.7778    | 
39      | 0.7778    | 
40      | 0.7778    | 
41      | 0.7776    | 
42      | 0.7776    | 
43      | 0.7776    | 
44      | 0.7776    | 
45      | 0.7839    | 
46      | 0.7826    | 
47      | 0.7841    | 
48      | 0.7843    | 
49      | 0.7852    | 
50      | 0.7898    | 
51      | 0.8005    | 
52      | 0.8007    | 
53      | 0.8011    | 
54      | 0.8044    | 
55      | 0.8045    | 
56      | 0.8039    | 
57      | 0.8039    | 
58      | 0.8054    | 
59      | 0.8055    | 
60      | 0.8058    | 
61      | 0.8059    | 
62      | 0.8059    | 
63      | 0.8063    | 
64      | 0.8064    | 
65      | 0.8073    | 
66      | 0.8073    | 
67      | 0.8041    | 
68      | 0.8046    | 
69      | 0.8075    | 
70      | 0.8079    | 
71      | 0.8079    | 
72      | 0.8069    | 
73      | 0.8089    | 
74      | 0.8182    | 
75      | 0.8188    | 
76      | 0.8188    | 
77      | 0.8201    | 
78      | 0.8201    | 
79      | 0.819     | 
80      | 0.8193    | 
81      | 0.8193    | 
82      | 0.8193    | 
83      | 0.8193    | 
84      | 0.8193    | 
85      | 0.8198    | 
86      | 0.8198    | 
87      | 0.8137    | 
88      | 0.8137    | 
89      | 0.817     | 
90      | 0.8207    | 
91      | 0.8226    | 
92      | 0.8231    | 
93      | 0.8265    | 
94      | 0.8312    | 
95      | 0.8312    | 
96      | 0.8311    | 
97      | 0.83      | 
98      | 0.83      | 
99      | 0.8302    | 
100     | 0.8302    | 
101     | 0.8304    | 
102     | 0.8305    | 
103     | 0.8339    | 
104     | 0.8359    | 
105     | 0.8393    | 
106     | 0.8393    | 
107     | 0.8397    | 
108     | 0.8431    | 
109     | 0.8398    | 
110     | 0.8365    | 
111     | 0.8365    | 
112     | 0.8365    | 
113     | 0.8366    | 
114     | 0.84      | 
115     | 0.8366    | 
116     | 0.8427    | 
117     | 0.8427    | 
118     | 0.8428    | 
119     | 0.8428    | 
120     | 0.8431    | 
121     | 0.8433    | 
122     | 0.8433    | 
123     | 0.8434    | 
124     | 0.8434    | 
125     | 0.8436    | 
126     | 0.8437    | 
127     | 0.8438    | 
128     | 0.8438    | 
129     | 0.8444    | 
130     | 0.8444    | 
131     | 0.8446    | 
132     | 0.8443    | 
133     | 0.8444    | 
134     | 0.8445    | 
135     | 0.8445    | 
136     | 0.8422    | 
137     | 0.8422    | 
138     | 0.8422    | 
139     | 0.8422    | 
140     | 0.8422    | 
141     | 0.8428    | 
142     | 0.8428    | 
143     | 0.8428    | 
144     | 0.8429    | 
145     | 0.8442    | 
146     | 0.8442    | 
147     | 0.8442    | 
148     | 0.8442    | 
149     | 0.8442    | 
150     | 0.8475    | 
151     | 0.8475    | 
152     | 0.8475    | 
153     | 0.848     | 
154     | 0.848     | 
155     | 0.8481    | 
156     | 0.8483    | 
157     | 0.8483    | 
158     | 0.8483    | 
159     | 0.8483    | 
160     | 0.8483    | 
161     | 0.8497    | 
162     | 0.8499    | 
163     | 0.8503    | 
164     | 0.8508    | 
165     | 0.8508    | 
166     | 0.8508    | 
167     | 0.8585    | 
168     | 0.8585    | 
169     | 0.8585    | 
170     | 0.8591    | 
171     | 0.8576    | 
172     | 0.8576    | 
173     | 0.8576    | 
174     | 0.8576    | 
175     | 0.8576    | 
176     | 0.8585    | 
177     | 0.8585    | 
178     | 0.8585    | 
179     | 0.8585    | 
180     | 0.8585    | 
181     | 0.8585    | 
182     | 0.8585    | 
183     | 0.8585    | 
184     | 0.8585    | 
185     | 0.8655    | 
186     | 0.8655    | 
187     | 0.8655    | 
188     | 0.8655    | 
189     | 0.87      | 
190     | 0.8697    | 
191     | 0.8697    | 
192     | 0.8697    | 
193     | 0.8686    | 
194     | 0.8686    | 
195     | 0.8618    | 
196     | 0.8686    | 
197     | 0.868     | 
198     | 0.8579    | 
199     | 0.8579    | 
200     | 0.858     | 
201     | 0.858     | 
202     | 0.8547    | 
203     | 0.858     | 
204     | 0.8583    | 
205     | 0.8583    | 
206     | 0.8583    | 
207     | 0.8651    | 
208     | 0.8656    | 
209     | 0.8656    | 
210     | 0.8656    | 
211     | 0.8656    | 
212     | 0.8656    | 
213     | 0.8656    | 
214     | 0.8656    | 
215     | 0.8656    | 
216     | 0.8656    | 
217     | 0.8589    | 
218     | 0.8671    | 
219     | 0.8607    | 
220     | 0.8585    | 
221     | 0.8591    | 
222     | 0.8652    | 
223     | 0.8652    | 
224     | 0.8652    | 
225     | 0.8651    | 
226     | 0.8666    | 
227     | 0.8658    | 
228     | 0.8658    | 
229     | 0.8674    | 
230     | 0.8658    | 
231     | 0.8658    | 
232     | 0.8658    | 
233     | 0.8675    | 
234     | 0.8674    | 
235     | 0.8674    | 
236     | 0.8674    | 
237     | 0.8674    | 
238     | 0.8658    | 
239     | 0.8675    | 
240     | 0.8708    | 
241     | 0.8708    | 
242     | 0.8674    | 
243     | 0.8708    | 
244     | 0.8708    | 
245     | 0.8708    | 
246     | 0.8708    | 
247     | 0.8708    | 
248     | 0.8708    | 
249     | 0.8708    | 
250     | 0.8674    | 
251     | 0.8658    | 
252     | 0.8658    | 
253     | 0.8675    | 
254     | 0.8641    | 
255     | 0.8658    | 
256     | 0.8675    | 
257     | 0.8675    | 
258     | 0.8675    | 
259     | 0.8674    | 
260     | 0.8686    | 
261     | 0.8674    | 
262     | 0.8686    | 
263     | 0.887     | 
264     | 0.8887    | 
265     | 0.887     | 
266     | 0.8888    | 
267     | 0.8871    | 
268     | 0.8888    | 
269     | 0.8888    | 
270     | 0.8876    | 
271     | 0.8876    | 
272     | 0.887     | 
273     | 0.8887    | 
274     | 0.8887    | 
275     | 0.8876    | 
276     | 0.8708    | 
277     | 0.8674    | 
278     | 0.8674    | 
279     | 0.8686    | 
280     | 0.8686    | 
281     | 0.8674    | 
282     | 0.8686    | 
283     | 0.8675    | 
284     | 0.8686    | 
285     | 0.8686    | 
286     | 0.8887    | 
287     | 0.8686    | 
288     | 0.8887    | 
289     | 0.8887    | 
290     | 0.8887    | 
291     | 0.8887    | 
292     | 0.8887    | 
293     | 0.8887    | 
294     | 0.8887    | 
295     | 0.8887    | 
296     | 0.8887    | 
297     | 0.8887    | 
298     | 0.8887    | 
299     | 0.8887    | 
300     | 0.8887    | 
301     | 0.8887    | 
302     | 0.8887    | 
303     | 0.8887    | 
304     | 0.8887    | 
305     | 0.8888    | 
306     | 0.8888    | 
307     | 0.8888    | 
308     | 0.8888    | 
309     | 0.8888    | 
310     | 0.8888    | 
311     | 0.8888    | 
312     | 0.8888    | 
313     | 0.8888    | 
314     | 0.8888    | 
315     | 0.8888    | 
316     | 0.8888    | 
317     | 0.8888    | 
318     | 0.8888    | 
319     | 0.8888    | 
320     | 0.8888    | 
321     | 0.8888    | 
322     | 0.8888    | 
323     | 0.8888    | 
324     | 0.8888    | 
325     | 0.8888    | 
326     | 0.8888    | 
327     | 0.8888    | 
328     | 0.8888    | 
329     | 0.8888    | 
330     | 0.8888    | 
331     | 0.8888    | 
332     | 0.8888    | 
333     | 0.8888    | 
334     | 0.8888    | 
335     | 0.8888    | 
336     | 0.8888    | 
337     | 0.8888    | 
338     | 0.8888    | 
339     | 0.8888    | 
340     | 0.8888    | 
341     | 0.8888    | 
342     | 0.8888    | 
343     | 0.8888    | 
344     | 0.8888    | 
345     | 0.8888    | 
346     | 0.8888    | 
347     | 0.8888    | 
348     | 0.8876    | 
349     | 0.8888    | 
350     | 0.8888    | 
351     | 0.891     | 
352     | 0.8876    | 
353     | 0.8888    | 
354     | 0.8888    | 
355     | 0.8888    | 
356     | 0.8888    | 
357     | 0.8888    | 
358     | 0.8888    | 
359     | 0.8888    | 
360     | 0.8888    | 
361     | 0.8888    | 
362     | 0.8888    | 
363     | 0.8888    | 
364     | 0.8888    | 
365     | 0.8888    | 
366     | 0.8888    | 
367     | 0.8888    | 
368     | 0.8888    | 
369     | 0.8888    | 
370     | 0.8888    | 
371     | 0.8888    | 
372     | 0.8888    | 
373     | 0.8888    | 
374     | 0.8888    | 
375     | 0.8888    | 
376     | 0.8888    | 
377     | 0.8888    | 
378     | 0.8888    | 
379     | 0.8888    | 
380     | 0.8888    | 
381     | 0.8888    | 
382     | 0.8888    | 
383     | 0.8888    | 
384     | 0.8888    | 
385     | 0.8888    | 
386     | 0.8888    | 
387     | 0.8888    | 
388     | 0.8888    | 
389     | 0.8888    | 
390     | 0.8888    | 
391     | 0.8888    | 
392     | 0.8888    | 
393     | 0.8888    | 
394     | 0.8888    | 
395     | 0.8888    | 
396     | 0.8888    | 
397     | 0.8888    | 
398     | 0.8888    | 
